"StudentID","Dropout","cohort","cohort term","Marital Status","Adjusted Gross Income","Parent Adjusted Gross Income","Father's Highest Grade Level","Mother's Highest Grade Level","Housing","2012 Loan","2012 Scholarship","2012 Work/Study","2012 Grant","2013 Loan","2013 Scholarship","2013 Work/Study","2013 Grant","2014 Loan","2014 Scholarship","2014 Work/Study","2014 Grant","2015 Loan","2015 Scholarship","2015 Work/Study","2015 Grant","2016 Loan","2016 Scholarship","2016 Work/Study","2016 Grant","2017 Loan","2017 Scholarship","2017 Work/Study","2017 Grant"
315328,0,"2012-13","1","Single",11189,194262,"High School","College","With Parent",NA,NA,NA,NA,10500,NA,NA,NA,11643,NA,NA,NA,5688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315329,1,"2013-14","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315332,1,"2012-13","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315335,0,"2012-13","3","Single",7577,0,NA,NA,"Off Campus",NA,NA,NA,NA,3750,NA,NA,2775,8000,NA,NA,12001,8000,NA,NA,7101,NA,NA,NA,NA,NA,NA,NA,NA
315337,1,"2012-13","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315338,1,"2012-13","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315342,1,"2012-13","1","Single",0,29493,"Middle School","High School","Off Campus",NA,NA,NA,NA,NA,NA,NA,9090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315350,1,"2012-13","1","Divorced",0,0,"Unknown","Unknown","Off Campus",NA,NA,NA,NA,6500,NA,NA,5550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315351,0,"2012-13","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315355,1,"2012-13","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315362,1,"2012-13","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315370,0,"2012-13","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315390,1,"2012-13","1","Single",0,45585,"Unknown","College","Off Campus",NA,NA,NA,NA,NA,NA,NA,4175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315398,0,"2012-13","1","Single",0,83313,"High School","High School","On Campus Housing",NA,NA,NA,NA,6300,NA,NA,NA,NA,NA,NA,NA,7500,NA,NA,NA,11500,NA,NA,NA,4903,NA,NA,2908
315399,0,"2012-13","1","Single",0,184274,"High School","College","With Parent",NA,NA,NA,NA,10700,NA,NA,NA,5500,5000,NA,NA,NA,10853,NA,NA,NA,11178.6,NA,NA,NA,11690.1,NA,NA
315404,1,"2012-13","1","Married",359,0,"College","Middle School","Off Campus",NA,NA,NA,NA,3750,NA,NA,2775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315407,0,"2012-13","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,710,NA,NA,NA,NA,NA,NA,NA,NA
315414,0,"2012-13","1","Single",10159,39105,"High School","High School","With Parent",NA,NA,NA,NA,5500,NA,NA,1000,6500,NA,NA,1095,7500,NA,NA,3320,3750,NA,NA,NA,NA,NA,NA,NA
315416,0,"2012-13","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315418,1,"2012-13","1","Single",8501,78561,"High School","High School","With Parent",NA,NA,NA,NA,4750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315421,0,"2016-17","1","Single",15585,0,"High School","College","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3500,NA,NA,11246
315422,1,"2012-13","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315426,0,"2012-13","3","Single",23774,0,"High School","High School","With Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315427,1,"2012-13","3","Single",20987,66787,"High School","College","With Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315435,1,"2012-13","3","Single",91667,0,"High School","High School","Off Campus",NA,NA,NA,NA,2500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315438,1,"2013-14","1","Separated",0,0,"College","High School","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,10500,NA,NA,4690,6251,NA,NA,1264,NA,NA,NA,NA,NA,NA,NA,NA
315440,1,"2012-13","3","Single",61771,0,"Unknown","College","Off Campus",NA,NA,NA,NA,8500,NA,NA,NA,5251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315444,1,"2012-13","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315446,1,"2012-13","3","Single",9749,89731,"High School","High School","With Parent",NA,NA,NA,NA,3500,NA,NA,NA,1750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315448,0,"2015-16","1","Single",0,70837,"High School","High School","With Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000,NA,NA,NA,11500,NA,1936,NA
315450,1,"2012-13","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315471,0,"2012-13","1","Single",18882,0,"High School","High School","Off Campus",NA,NA,NA,NA,12500,NA,NA,2500,10500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315477,1,"2012-13","1","Single",12421,0,"Unknown","Unknown","Off Campus",NA,NA,NA,NA,3750,NA,NA,1125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315482,1,"2012-13","1","Married",39297,0,"High School","High School","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10500,NA,NA,2163,12500,NA,NA,3065
315493,1,"2012-13","1","Single",2008,0,"College","College","Off Campus",NA,NA,NA,NA,10500,NA,NA,11040,6500,NA,NA,3123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315494,0,"2012-13","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315496,1,"2012-13","1","Single",12003,0,"Middle School","Middle School","Off Campus",NA,NA,NA,NA,7500,NA,NA,11790,10500,NA,NA,12001,10500,NA,NA,NA,10500,NA,NA,NA,NA,NA,NA,NA
315497,1,"2012-13","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315503,1,"2012-13","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315505,0,"2012-13","3","Single",0,0,"High School","High School","With Parent",NA,NA,NA,NA,2250,NA,NA,5520,7500,NA,NA,11183,5500,NA,NA,7080,NA,NA,NA,NA,NA,NA,NA,NA
315507,1,"2012-13","1","Single",4697,89499,"College","College","With Parent",NA,NA,NA,NA,13500,NA,NA,NA,10100,NA,NA,NA,10006,NA,NA,NA,8043,NA,NA,NA,NA,NA,NA,NA
315511,0,"2012-13","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315517,0,"2015-16","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3750,NA,NA,NA
315521,1,"2012-13","1","Married",147488,0,"Unknown","High School","Off Campus",NA,NA,NA,NA,9750,NA,NA,NA,6250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315524,1,"2012-13","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315527,0,"2015-16","1","Separated",16874,0,"High School","Middle School","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7500,NA,NA,3525,NA,NA,NA,1533
315530,1,"2012-13","3","Single",0,4878,"Middle School","High School","On Campus Housing",NA,NA,NA,NA,3500,NA,NA,2775,3500,NA,2000,12601,3500,NA,2000,11144,8250,NA,NA,5279,NA,NA,NA,NA
315537,1,"2012-13","1","Single",13265,0,"High School","High School","Off Campus",NA,NA,NA,NA,12500,NA,NA,7094,10500,NA,NA,7833,12500,NA,NA,NA,12500,NA,NA,NA,NA,NA,NA,NA
315542,1,"2012-13","1","Divorced",28529,0,"Unknown","High School","Off Campus",NA,NA,NA,NA,7500,NA,NA,NA,4869,NA,NA,2810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315543,0,"2012-13","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315544,1,"2012-13","3","Single",5269,0,"High School","High School","With Parent",NA,NA,NA,NA,NA,NA,NA,5895,6500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315545,0,"2012-13","1","Married",43048,0,"Middle School","Middle School","Off Campus",NA,NA,NA,NA,5500,NA,NA,5200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315565,1,"2012-13","1","Married",92052,0,"College","College","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315566,0,"2012-13","3","Single",79009,0,"Unknown","Unknown","Off Campus",NA,NA,NA,NA,3300,NA,NA,NA,3500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315567,1,"2012-13","1","Single",20555,0,"Unknown","High School","On Campus Housing",NA,NA,NA,NA,7750,NA,NA,1125,8767,NA,NA,1495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315569,0,"2012-13","3","Married",84903,0,"Middle School","Middle School","Off Campus",NA,NA,NA,NA,4250,NA,NA,562,6470,NA,NA,NA,7944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315570,1,"2012-13","3","Single",5269,0,"College","Unknown","With Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10500,NA,NA,5775,6343,NA,NA,11573
315571,0,"2012-13","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5500,NA,NA,NA,7500,NA,NA,NA,5500,NA,NA,5775,NA,NA,NA,NA
315576,1,"2012-13","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315578,0,"2012-13","3","Single",15829,29228,"College","Unknown","With Parent",NA,NA,NA,NA,4650,NA,NA,2147,9500,NA,NA,NA,10500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315579,1,"2012-13","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315591,0,"2012-13","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3180,NA,NA,NA,9000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315592,0,"2012-13","1","Single",15012,0,"College","College","Off Campus",NA,NA,NA,NA,7890,NA,NA,11790,2200,NA,NA,9531,2905,250,NA,8258,NA,NA,NA,NA,NA,NA,NA,NA
315594,0,"2012-13","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5500,NA,NA,8581,2750,NA,NA,4817,NA,NA,NA,NA,NA,NA,NA,NA
315597,1,"2012-13","3","Married",0,0,"High School","College","Off Campus",NA,NA,NA,NA,12500,NA,NA,NA,12500,5000,NA,NA,10031,7500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315604,1,"2012-13","1","Single",1155,72556,"Middle School","College","With Parent",NA,NA,NA,NA,NA,NA,NA,4992,NA,NA,NA,NA,5500,NA,NA,NA,4500,NA,NA,NA,7500,NA,NA,NA
315605,0,"2012-13","1","Married",7160,0,"Unknown","Middle School","Off Campus",NA,NA,NA,NA,7500,NA,NA,11790,12500,NA,NA,8161,10500,1900,NA,8966,NA,NA,NA,NA,NA,NA,NA,NA
315606,0,"2012-13","1","Single",2846,160009,"High School","College","With Parent",NA,NA,NA,NA,8100,NA,NA,NA,4500,NA,2000,1395,7500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315608,0,"2012-13","1","Single",0,155433,"College","Unknown","With Parent",NA,NA,NA,NA,7500,NA,NA,NA,5500,NA,NA,NA,2750,NA,NA,5647,NA,NA,NA,NA,NA,NA,NA,NA
315609,0,"2012-13","1","Single",0,155433,"College","Unknown","With Parent",NA,NA,NA,NA,7500,NA,NA,NA,5500,NA,NA,NA,2750,NA,NA,6058,NA,NA,NA,NA,NA,NA,NA,NA
315610,1,"2012-13","3","Single",20000,0,"Unknown","High School","Off Campus",NA,NA,NA,NA,2750,NA,NA,4022,12500,NA,NA,NA,10500,NA,NA,NA,10500,NA,NA,NA,NA,NA,NA,NA
315614,1,"2012-13","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315615,1,"2012-13","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315618,0,"2012-13","1","Married",0,0,"College","College","Off Campus",NA,NA,NA,NA,12500,NA,NA,5550,11500,NA,NA,732,6250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315619,1,"2014-15","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315622,1,"2012-13","1","Married",0,0,"Middle School","Middle School","With Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315626,0,"2013-14","1","Single",22840,87535,"High School","High School","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,8620,NA,NA,NA,10500,NA,NA,2080,NA,NA,NA,NA,NA,NA,NA,NA
315637,1,"2012-13","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315661,1,"2013-14","1","Single",0,19243,"High School","High School","With Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,12001,NA,2500,NA,2773.71,NA,NA,NA,NA,NA,NA,NA,NA
315676,0,"2012-13","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315687,1,"2012-13","3","Single",15625,0,"Unknown","Unknown","Off Campus",NA,NA,NA,NA,5500,NA,NA,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315722,1,"2012-13","3","Married",123535,0,"High School","High School","With Parent",NA,NA,NA,NA,3400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315736,0,"2012-13","3","Single",25290,0,"College","College","With Parent",NA,NA,NA,NA,5869,NA,NA,4163,9500,NA,NA,11183,10500,NA,NA,2863,10500,NA,NA,NA,NA,NA,NA,NA
315737,0,"2013-14","1","Single",47509,0,"High School","High School","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315738,0,"2013-14","1","Single",19807,43360,"High School","High School","With Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315758,1,"2012-13","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315760,1,"2013-14","1","Single",0,8281,"High School","High School","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5913.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315761,1,"2012-13","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315784,1,"2012-13","3","Single",1531,0,"Unknown","High School","On Campus Housing",NA,NA,NA,NA,5250,NA,NA,NA,1800,NA,NA,2823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315793,1,"2012-13","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315794,1,"2012-13","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315795,1,"2012-13","3","Single",0,34113,"Unknown","High School","On Campus Housing",NA,NA,NA,NA,7500,NA,NA,2775,2750,NA,NA,2417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315796,1,"2012-13","3","Single",30317,0,"High School","High School","With Parent",NA,NA,NA,NA,8346,NA,NA,NA,3750,NA,NA,1198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315805,1,"2013-14","1","Single",0,0,"High School","College","With Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12085,NA,NA,NA,6933,NA,NA,NA,NA,NA,NA,NA,NA
315822,1,"2012-13","3","Married",63951,0,"Unknown","Middle School","Off Campus",NA,NA,NA,NA,4500,NA,NA,975,4126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315825,0,"2015-16","1","Single",10334,43272,"College","College","On Campus Housing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7500,NA,NA,5709,7500,NA,NA,4579
315826,0,"2012-13","3","Single",8742,0,"College","College","Off Campus",NA,NA,NA,NA,NA,NA,NA,5895,NA,NA,NA,6245,12500,NA,NA,3001,NA,NA,NA,NA,NA,NA,NA,NA
315832,1,"2012-13","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315835,0,"2012-13","3","Married",105000,0,"College","Middle School","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,7500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315841,0,"2012-13","3","Single",0,20491,"Unknown","Unknown","With Parent",NA,NA,NA,NA,NA,NA,NA,5870,3500,NA,NA,8118,3500,NA,NA,12066,4500,NA,NA,12255,7500,NA,NA,10691
315875,0,"2012-13","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315876,1,"2014-15","1","Married",64919,0,"Unknown","High School","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315877,0,"2012-13","3","Single",10831,49765,"High School","College","Off Campus",NA,NA,NA,NA,3500,NA,NA,NA,6500,NA,NA,5195,6500,NA,NA,NA,10500,NA,NA,4725,NA,NA,NA,5088
315878,1,"2013-14","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315879,0,"2012-13","3","Single",0,7597,"College","High School","On Campus Housing",NA,NA,NA,NA,5500,NA,NA,3075,3500,NA,NA,5645,6500,NA,NA,12116,16500,NA,NA,5775,12855,NA,NA,4362
315894,0,"2013-14","1","Married",111550,0,"College","College","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,12500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315899,0,"2013-14","1","Single",12656,59822,"High School","College","With Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315902,0,"2013-14","1","Single",0,28445,"Middle School","Middle School","With Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11983,NA,NA,NA,11594,NA,NA,NA,12521,NA,NA,NA,9655
315904,1,"2012-13","3","Married",16257,0,"High School","High School","Off Campus",NA,NA,NA,NA,NA,NA,NA,5100,NA,NA,NA,12601,NA,NA,NA,4492,2250,NA,NA,5775,NA,NA,NA,NA
315905,1,"2012-13","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315906,0,"2012-13","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3500,NA,NA,NA,10500,NA,NA,11294,NA,NA,NA,NA,NA,NA,NA,NA
315907,1,"2012-13","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315908,1,"2012-13","3","Married",9727,0,"Unknown","Unknown","Off Campus",NA,NA,NA,NA,NA,NA,NA,5895,1500,NA,NA,10335,5500,NA,NA,10442,5500,NA,NA,2166,12500,NA,NA,9855
315909,0,"2013-14","1","Single",9550,0,"High School","High School","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,3500,NA,NA,12001,3500,NA,NA,10234,3190,NA,NA,4869,NA,NA,NA,NA
315936,1,"2012-13","3","Married",38929,0,"Middle School","Middle School","Off Campus",NA,NA,NA,NA,NA,NA,NA,1388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315939,1,"2012-13","3","Single",15470,0,"College","College","Off Campus",NA,NA,NA,NA,5250,NA,NA,1850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315945,1,"2012-13","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315946,1,"2012-13","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315952,0,"2014-15","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315953,0,"2014-15","1","Single",0,0,"College","College","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5250,NA,NA,3582,NA,NA,NA,4332,NA,NA,NA,NA
315959,1,"2013-14","1","Single",0,18853,"High School","High School","With Parent",NA,NA,NA,NA,NA,NA,NA,NA,3500,NA,NA,12001,NA,NA,NA,12116,NA,NA,NA,NA,NA,NA,NA,NA
315963,1,"2012-13","3","Single",43067,0,"High School","High School","Off Campus",NA,NA,NA,NA,3750,NA,NA,NA,9500,NA,NA,NA,10500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315967,0,"2016-17","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315969,0,"2015-16","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315970,1,"2013-14","1","Single",22304,0,"Unknown","Unknown","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,8465,NA,NA,2116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315971,0,"2013-14","3","Single",15884,0,"High School","High School","With Parent",NA,NA,NA,NA,NA,NA,NA,NA,5477,NA,NA,1898,2750,NA,NA,5936,NA,NA,NA,NA,NA,NA,NA,NA
315991,0,"2013-14","1","Single",14202,0,"College","College","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,3500,NA,NA,12001,10500,NA,NA,8258,NA,NA,NA,NA,NA,NA,NA,NA
315992,1,"2012-13","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315993,1,"2012-13","3","Single",26240,0,"Middle School","High School","Off Campus",NA,NA,NA,NA,5500,NA,NA,4322,2750,NA,NA,2117,5250,NA,NA,2149,NA,NA,NA,NA,NA,NA,NA,NA
315994,0,"2012-13","3","Single",22163,0,"College","College","Off Campus",NA,NA,NA,NA,3750,NA,NA,600,7500,NA,800,3095,8000,NA,NA,7408,NA,NA,NA,NA,NA,NA,NA,NA
